1,9.233333333333333
2,19.433333333333334
3,23.366666666666667
4,25.733333333333334
5,25.2
6,25.166666666666668
7,24.966666666666665
8,30.4
9,38.43333333333333
10,46.96666666666667
11,47.36666666666667
12,53.46666666666667
13,49.1
14,51.7
15,54.13333333333333
16,56.06666666666667
17,50.166666666666664
18,49.13333333333333
19,53.7
20,56.2
21,43.7
22,40.733333333333334
23,37.56666666666667
24,43.63333333333333
25,46.333333333333336
26,55.0
27,43.333333333333336
28,63.53333333333333
29,54.1
30,60.1
31,50.4
32,57.03333333333333
33,59.4
34,62.6
35,71.03333333333333
36,58.96666666666667
37,63.63333333333333
38,68.46666666666667
39,68.9
40,57.833333333333336
41,60.3
42,63.4
43,62.63333333333333
44,63.666666666666664
45,50.166666666666664
46,71.13333333333334
47,70.03333333333333
48,60.96666666666667
49,61.233333333333334
50,56.06666666666667
51,61.8
52,65.66666666666667
53,67.66666666666667
54,56.233333333333334
55,65.03333333333333
56,58.233333333333334
57,57.46666666666667
58,66.4
59,56.06666666666667
60,63.43333333333333
61,57.93333333333333
62,58.666666666666664
63,61.833333333333336
64,54.86666666666667
65,59.96666666666667
66,56.1
67,61.56666666666667
68,50.666666666666664
69,61.6
70,54.63333333333333
71,60.8
72,60.53333333333333
73,49.4
74,56.4
75,49.9
76,51.56666666666667
77,62.8
78,56.63333333333333
79,45.2
80,60.53333333333333
81,50.53333333333333
82,58.833333333333336
83,55.06666666666667
84,58.333333333333336
85,56.13333333333333
86,53.666666666666664
87,56.1
88,56.241379310344826
89,56.4
90,66.48387096774194
91,67.3103448275862
92,67.13333333333334
93,73.35483870967742
94,65.93333333333334
95,57.29032258064516
96,66.23333333333333
97,66.37931034482759
98,70.13793103448276
99,62.29032258064516
100,65.4
101,61.758620689655174
102,64.83870967741936
103,72.5
104,70.19354838709677
105,58.58064516129032
106,60.36666666666667
107,64.64516129032258
108,63.9
109,70.66666666666667
110,50.233333333333334
111,64.13333333333334
112,56.266666666666666
113,61.93333333333333
114,58.9
115,54.9
116,65.6
117,65.4
118,59.06666666666667
119,57.0
120,55.53333333333333
121,59.0
122,63.46666666666667
123,52.333333333333336
124,54.36666666666667
125,61.53333333333333
126,61.833333333333336
127,61.166666666666664
128,60.36666666666667
129,58.46666666666667
130,56.93333333333333
131,55.0
132,56.3
133,49.43333333333333
134,59.266666666666666
135,53.8
136,54.766666666666666
137,54.4
138,55.56666666666667
139,50.63333333333333
140,65.5
141,62.166666666666664
142,62.5
143,64.6
144,55.56666666666667
145,54.56666666666667
146,55.53333333333333
147,59.56666666666667
148,62.7
149,52.56666666666667
150,57.6
151,57.8
152,63.7
153,59.93333333333333
154,53.43333333333333
155,49.8
156,56.1
157,57.8
158,54.03333333333333
159,59.96666666666667
160,60.233333333333334
161,57.53333333333333
162,46.333333333333336
163,57.6
164,54.7
165,52.0
166,50.266666666666666
167,58.5
168,58.53333333333333
169,54.0
170,59.766666666666666
171,61.833333333333336
172,63.2
173,52.266666666666666
174,53.3
175,55.3
176,57.53333333333333
177,59.43333333333333
178,48.266666666666666
179,60.8
180,48.1
181,53.2
182,44.13333333333333
183,53.53333333333333
184,66.26666666666667
185,60.56666666666667
186,58.4
187,47.833333333333336
188,52.666666666666664
189,50.166666666666664
190,54.13333333333333
191,60.2
192,55.8
193,53.333333333333336
